Lokasi,X,Y,Tanggal,PM10,PM2.5,SO2,CO,O3,NO2,HC
Wonorejo,"1,127,891,639","1,127,891,639",1-Jan-19,12.0,0.0,8.7,0.0,11.8,3.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",2-Jan-19,12.0,0.0,6.9,0.0,10.1,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",3-Jan-19,8.5,0.0,7.3,0.0,6.0,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",4-Jan-19,4.4,0.0,7.5,0.0,8.8,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",5-Jan-19,3.7,0.0,9.3,0.0,10.4,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",6-Jan-19,6.5,0.0,9.2,0.0,11.2,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",7-Jan-19,1.8,0.0,6.2,0.0,11.8,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",8-Jan-19,3.9,0.0,9.0,0.0,12.2,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",9-Jan-19,5.5,0.0,11.7,0.0,14.1,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",10-Jan-19,5.4,0.0,11.4,0.0,13.2,6.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",11-Jan-19,9.5,0.0,15.3,0.0,15.8,8.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",12-Jan-19,13.3,0.0,13.5,0.0,12.6,8.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",13-Jan-19,7.8,0.0,17.8,0.0,10.8,2.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",14-Jan-19,4.3,0.0,9.5,0.0,13.7,5.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",15-Jan-19,5.4,0.0,8.5,0.0,12.1,4.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",16-Jan-19,8.6,0.0,8.6,0.0,8.6,12.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",17-Jan-19,8.2,0.0,6.8,0.0,12.4,10.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",18-Jan-19,6.4,0.0,6.4,0.0,16.1,5.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",19-Jan-19,3.2,0.0,6.3,0.0,15.2,10.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",20-Jan-19,7.8,0.0,7.4,0.0,12.3,10.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",21-Jan-19,4.8,0.0,7.1,0.0,12.0,8.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",22-Jan-19,3.3,0.0,8.5,0.0,11.6,5.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",23-Jan-19,7.7,0.0,10.7,0.0,10.6,7.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",24-Jan-19,2.9,0.0,9.3,0.1,12.7,5.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",25-Jan-19,6.0,0.0,8.3,0.1,10.5,4.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",26-Jan-19,6.8,0.0,8.6,0.0,12.8,3.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",27-Jan-19,1.6,0.0,8.4,0.0,10.2,3.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",28-Jan-19,4.2,0.0,8.5,0.0,7.5,6.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",29-Jan-19,24.9,0.0,12.0,0.1,8.4,12.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",30-Jan-19,5.7,0.0,9.3,0.0,10.9,10.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",31-Jan-19,5.8,0.0,12.6,0.0,12.7,11.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",1-Feb-19,4.3,0.0,12.7,0.1,10.3,19.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",2-Feb-19,6.7,0.0,9.5,0.1,9.7,10.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",3-Feb-19,7.9,0.0,0.0,0.0,0.0,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",4-Feb-19,2.2,0.0,9.1,0.1,8.3,10.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",5-Feb-19,4.5,0.0,9.4,0.1,8.8,7.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",6-Feb-19,2.9,0.0,8.5,0.0,12.2,7.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",7-Feb-19,4.3,0.0,10.2,0.0,11.1,10.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",8-Feb-19,2.5,0.0,9.3,0.0,14.2,13.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",9-Feb-19,3.6,0.0,9.5,0.0,14.8,5.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",10-Feb-19,2.9,0.0,8.7,0.0,15.1,5.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",11-Feb-19,3.3,0.0,8.8,0.0,11.2,6.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",12-Feb-19,3.1,0.0,9.1,0.0,10.7,11.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",13-Feb-19,3.7,0.0,9.5,0.0,14.5,5.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",14-Feb-19,3.0,0.0,8.9,0.0,12.8,3.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",15-Feb-19,4.9,0.0,9.0,0.0,14.1,1.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",16-Feb-19,20.4,0.0,9.9,0.0,12.4,7.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",17-Feb-19,5.7,0.0,14.9,0.1,14.4,10.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",18-Feb-19,7.2,0.0,16.7,0.1,11.0,18.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",19-Feb-19,9.3,0.0,12.4,0.1,9.6,13.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",20-Feb-19,4.7,0.0,9.8,0.0,7.6,7.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",21-Feb-19,4.4,0.0,9.6,0.0,10.2,7.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",22-Feb-19,5.4,0.0,9.5,0.0,13.8,11.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",23-Feb-19,4.8,0.0,11.5,0.0,18.0,10.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",24-Feb-19,5.2,0.0,13.3,0.1,15.0,10.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",25-Feb-19,5.3,0.0,16.7,0.0,11.6,9.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",26-Feb-19,3.0,0.0,12.2,0.1,11.2,3.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",27-Feb-19,7.1,0.0,10.9,0.1,11.2,1.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",28-Feb-19,3.3,0.0,10.9,0.1,13.5,1.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",1-Mar-19,3.2,0.0,10.6,0.0,10.5,1.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",2-Mar-19,4.3,0.0,11.1,0.0,11.8,3.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",3-Mar-19,6.0,0.0,13.5,0.1,11.0,13.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",4-Mar-19,3.3,0.0,12.0,0.0,11.4,5.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",5-Mar-19,2.9,0.0,13.1,0.1,11.2,9.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",6-Mar-19,5.1,0.0,13.8,0.1,11.6,10.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",7-Mar-19,4.2,0.0,15.0,0.0,10.7,10.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",8-Mar-19,3.1,0.0,15.1,0.0,22.3,8.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",9-Mar-19,14.8,0.0,14.5,0.0,16.0,7.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",10-Mar-19,6.9,0.0,14.3,0.0,13.3,8.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",11-Mar-19,5.5,0.0,12.7,0.0,13.2,9.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",12-Mar-19,5.6,0.0,16.3,0.0,7.7,16.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",13-Mar-19,3.4,0.0,18.3,0.0,11.3,11.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",14-Mar-19,4.2,0.0,15.5,0.0,10.7,16.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",15-Mar-19,4.9,0.0,15.0,0.0,13.9,13.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",16-Mar-19,2.9,0.0,15.3,0.0,14.0,9.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",17-Mar-19,4.1,0.0,15.0,0.0,8.3,11.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",18-Mar-19,6.5,0.0,13.8,0.0,10.4,14.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",19-Mar-19,13.2,0.0,14.1,0.0,10.6,10.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",20-Mar-19,6.0,0.0,15.9,0.0,11.9,9.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",21-Mar-19,5.6,0.0,16.6,0.0,13.9,9.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",22-Mar-19,9.5,0.0,15.3,0.0,12.3,10.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",23-Mar-19,4.7,0.0,15.7,0.0,12.9,7.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",24-Mar-19,7.5,0.0,16.5,0.0,7.3,8.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",25-Mar-19,3.9,0.0,15.9,0.0,14.5,8.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",26-Mar-19,4.1,0.0,14.5,0.0,15.6,7.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",27-Mar-19,2.8,0.0,14.4,0.0,16.6,4.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",28-Mar-19,4.5,0.0,17.7,0.0,11.1,14.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",29-Mar-19,3.7,0.0,17.2,0.0,15.2,6.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",30-Mar-19,3.2,0.0,22.0,0.0,15.1,9.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",31-Mar-19,4.4,0.0,17.9,0.0,16.5,9.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",1-Apr-19,2.6,0.0,17.1,0.0,14.1,8.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",2-Apr-19,4.2,0.0,15.1,0.0,13.6,8.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",3-Apr-19,5.2,0.0,19.4,0.0,13.5,8.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",4-Apr-19,16.9,0.0,16.3,0.0,15.9,3.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",5-Apr-19,3.9,0.0,22.7,0.0,11.7,17.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",6-Apr-19,6.3,0.0,22.2,0.0,16.0,17.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",7-Apr-19,12.1,0.0,20.9,0.0,19.1,7.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",8-Apr-19,3.6,0.0,18.1,0.0,20.8,6.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",9-Apr-19,6.4,0.0,15.1,0.0,19.1,3.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",10-Apr-19,7.3,0.0,14.9,0.0,16.1,4.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",11-Apr-19,4.5,0.0,19.1,0.0,12.1,9.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",12-Apr-19,5.5,0.0,21.2,0.0,11.5,8.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",13-Apr-19,5.7,0.0,16.0,0.0,10.7,6.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",14-Apr-19,5.4,0.0,21.5,0.0,13.7,10.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",15-Apr-19,5.7,0.0,17.3,0.0,13.8,11.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",16-Apr-19,4.9,0.0,16.0,0.0,9.6,6.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",17-Apr-19,5.6,0.0,16.1,0.0,8.2,1.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",18-Apr-19,4.1,0.0,15.8,0.0,8.9,0.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",19-Apr-19,5.5,0.0,16.0,0.0,12.2,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",20-Apr-19,4.7,0.0,19.3,0.0,14.3,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",21-Apr-19,4.4,0.0,16.9,0.0,12.8,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",22-Apr-19,4.5,0.0,17.2,0.0,15.2,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",23-Apr-19,5.7,0.0,18.5,0.0,13.4,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",24-Apr-19,4.2,0.0,21.0,0.0,12.9,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",25-Apr-19,4.7,0.0,20.8,0.0,19.6,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",26-Apr-19,5.2,0.0,27.6,0.0,19.1,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",27-Apr-19,4.8,0.0,21.7,0.0,15.6,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",28-Apr-19,5.0,0.0,17.7,0.0,10.5,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",29-Apr-19,4.2,0.0,17.6,0.0,9.3,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",30-Apr-19,4.3,0.0,19.4,0.0,14.6,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",1-May-19,4.5,0.0,19.0,0.0,13.3,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",2-May-19,6.1,0.0,20.1,0.0,11.7,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",3-May-19,4.5,0.0,19.0,0.0,16.3,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",4-May-19,4.9,0.0,27.3,0.0,17.9,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",5-May-19,5.6,0.0,24.9,0.0,17.2,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",6-May-19,6.8,0.0,21.4,0.0,21.0,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",7-May-19,4.7,0.0,26.1,0.0,13.0,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",8-May-19,4.0,0.0,27.3,0.0,17.5,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",9-May-19,2.8,0.0,25.8,0.0,15.1,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",10-May-19,4.4,0.0,26.6,0.0,15.6,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",11-May-19,3.4,0.0,28.4,0.0,14.4,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",12-May-19,5.6,0.0,36.1,0.0,17.7,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",13-May-19,5.3,0.0,32.8,0.0,16.1,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",14-May-19,2.5,0.0,23.9,0.0,14.4,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",15-May-19,4.3,0.0,20.2,0.0,17.4,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",16-May-19,3.9,0.0,28.4,0.0,17.9,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",17-May-19,4.2,0.0,29.5,0.0,18.6,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",18-May-19,4.8,0.0,28.3,0.0,17.9,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",19-May-19,4.7,0.0,26.2,0.0,17.3,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",20-May-19,6.9,0.0,33.4,0.0,14.7,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",21-May-19,4.4,0.0,0.0,0.0,14.9,0.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",22-May-19,0.0,0.0,0.0,0.0,15.4,1.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",23-May-19,0.0,0.0,0.0,0.0,16.2,1.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",24-May-19,0.0,0.0,0.0,0.0,15.2,0.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",25-May-19,0.0,0.0,0.0,0.0,16.8,1.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",26-May-19,0.0,0.0,0.0,0.0,15.2,3.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",27-May-19,0.0,0.0,0.0,0.0,14.1,1.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",28-May-19,0.0,0.0,0.0,0.0,13.3,1.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",29-May-19,0.0,0.0,23.6,0.0,15.0,1.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",30-May-19,0.0,0.0,0.0,0.0,16.1,1.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",31-May-19,0.0,0.0,0.0,0.0,14.6,2.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",1-Jun-19,0.0,0.0,0.0,0.0,13.2,3.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",2-Jun-19,0.0,0.0,0.0,0.0,15.7,4.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",3-Jun-19,0.0,0.0,0.0,0.0,12.8,4.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",4-Jun-19,0.0,0.0,0.0,0.0,12.9,3.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",5-Jun-19,0.0,0.0,0.0,0.0,14.8,2.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",6-Jun-19,0.0,0.0,0.0,0.0,16.1,1.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",7-Jun-19,0.0,0.0,0.0,0.0,18.8,0.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",8-Jun-19,0.0,0.0,0.0,0.0,16.0,5.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",9-Jun-19,0.0,0.0,23.6,0.0,12.4,4.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",10-Jun-19,0.0,0.0,0.0,0.0,13.3,4.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",11-Jun-19,0.0,0.0,0.0,0.0,15.0,4.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",12-Jun-19,0.0,0.0,0.0,0.0,13.1,4.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",13-Jun-19,0.0,0.0,26.5,0.0,15.9,5.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",14-Jun-19,0.0,0.0,29.1,0.0,10.7,4.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",15-Jun-19,0.0,0.0,29.7,0.0,12.0,3.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",16-Jun-19,0.0,0.0,30.6,0.0,16.8,2.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",17-Jun-19,0.0,0.0,35.6,0.0,17.0,3.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",18-Jun-19,0.0,0.0,0.0,0.0,16.5,4.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",19-Jun-19,0.0,0.0,29.1,0.0,16.7,3.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",20-Jun-19,0.0,0.0,39.8,0.0,16.6,6.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",21-Jun-19,0.0,0.0,47.6,0.0,16.3,7.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",22-Jun-19,0.0,0.0,36.3,0.0,15.1,6.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",23-Jun-19,0.0,0.0,35.8,0.0,17.7,4.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",24-Jun-19,0.0,0.0,31.8,0.0,16.4,4.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",25-Jun-19,4.3,0.0,37.2,0.0,18.7,4.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",26-Jun-19,4.9,0.0,33.8,0.0,18.6,5.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",27-Jun-19,8.8,0.0,37.8,0.0,20.8,5.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",28-Jun-19,3.5,0.0,48.9,0.0,25.8,7.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",29-Jun-19,7.2,0.0,37.3,0.0,20.7,6.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",30-Jun-19,10.3,0.0,42.2,0.0,22.1,8.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",1-Jul-19,5.6,0.0,39.3,0.0,19.3,8.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",2-Jul-19,7.0,0.0,43.9,0.0,18.7,10.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",3-Jul-19,3.7,0.0,39.8,0.0,21.7,8.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",4-Jul-19,5.5,0.0,32.9,0.0,14.4,5.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",5-Jul-19,6.9,0.0,28.9,0.0,13.9,2.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",6-Jul-19,10.1,0.0,34.9,0.0,18.4,6.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",7-Jul-19,17.4,0.0,29.3,0.0,21.6,3.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",8-Jul-19,12.5,0.0,31.7,0.0,22.4,4.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",9-Jul-19,3.9,0.0,37.1,0.0,21.1,8.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",10-Jul-19,4.9,0.0,44.4,0.0,19.2,9.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",11-Jul-19,5.8,0.0,46.4,0.0,19.9,11.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",12-Jul-19,7.9,0.0,37.6,0.0,19.7,10.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",13-Jul-19,7.6,0.0,40.0,0.0,21.7,11.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",14-Jul-19,6.6,0.0,43.3,0.0,20.2,8.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",15-Jul-19,5.7,0.0,49.1,0.0,21.6,13.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",16-Jul-19,6.0,0.0,43.8,0.0,20.7,12.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",17-Jul-19,22.1,0.0,19.2,0.0,12.8,14.2,0.0
Wonorejo,"1,127,891,639","1,127,891,639",18-Jul-19,9.6,0.0,20.5,0.0,17.6,14.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",19-Jul-19,3.5,0.0,17.7,0.0,13.9,11.5,0.0
Wonorejo,"1,127,891,639","1,127,891,639",20-Jul-19,5.4,0.0,8.2,0.0,15.4,8.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",21-Jul-19,11.6,0.0,16.5,0.0,16.7,11.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",22-Jul-19,3.8,0.0,12.8,0.0,14.5,13.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",23-Jul-19,4.9,0.0,20.2,0.0,15.1,12.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",24-Jul-19,2.2,0.0,22.1,0.0,16.7,15.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",25-Jul-19,13.2,0.0,24.0,0.0,17.2,15.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",26-Jul-19,18.0,0.0,21.7,0.0,19.0,12.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",27-Jul-19,11.2,0.0,24.5,0.0,19.5,16.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",28-Jul-19,4.9,0.0,15.3,0.0,19.0,9.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",29-Jul-19,5.2,0.0,20.9,0.0,17.9,15.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",30-Jul-19,4.9,0.0,22.3,0.0,19.0,13.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",31-Jul-19,6.3,0.0,15.8,0.0,20.1,13.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",1-Aug-19,12.4,0.0,26.3,0.0,17.4,14.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",2-Aug-19,13.9,0.0,18.7,0.0,21.3,9.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",3-Aug-19,5.6,0.0,10.8,0.0,19.1,7.9,0.0
Wonorejo,"1,127,891,639","1,127,891,639",4-Aug-19,3.5,0.0,17.8,0.0,16.0,11.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",5-Aug-19,9.7,0.0,9.6,0.0,18.1,7.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",6-Aug-19,4.1,0.0,21.1,0.0,19.9,14.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",7-Aug-19,4.2,0.0,27.3,0.0,19.8,15.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",8-Aug-19,7.6,0.0,27.5,0.0,16.7,15.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",9-Aug-19,17.4,0.0,22.3,0.0,15.8,12.4,0.0
Wonorejo,"1,127,891,639","1,127,891,639",10-Aug-19,7.5,0.0,21.9,0.0,16.0,9.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",11-Aug-19,6.5,0.0,11.0,0.0,15.6,6.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",12-Aug-19,5.0,0.0,14.0,0.0,12.0,7.1,0.0
Wonorejo,"1,127,891,639","1,127,891,639",13-Aug-19,6.3,0.0,6.9,0.0,13.8,0.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",14-Aug-19,6.2,0.0,8.0,0.0,15.7,0.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",15-Aug-19,3.5,0.0,15.6,0.0,20.6,5.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",16-Aug-19,7.8,0.0,25.5,0.0,18.8,7.7,0.0
Wonorejo,"1,127,891,639","1,127,891,639",17-Aug-19,8.2,0.0,13.5,0.0,19.8,7.0,0.0
Wonorejo,"1,127,891,639","1,127,891,639",18-Aug-19,5.0,0.0,28.1,0.0,14.8,9.6,0.0
Wonorejo,"1,127,891,639","1,127,891,639",19-Aug-19,2.5,0.0,24.9,0.0,17.6,12.8,0.0
Wonorejo,"1,127,891,639","1,127,891,639",20-Aug-19,9.7,0.0,20.5,0.0,20.1,9.3,0.0
Wonorejo,"1,127,891,639","1,127,891,639",21-Aug-19,4.4,0.0,9.8,0.0,14.2,4.9,0.0
